head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	sense6	sense7	sense8	sense9	sense10	pos	text
band-n	... with "band-n"	sing-v	singing with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2653658647	He sang with his <band> at almost every SubGenius devival in the area.
band-n	... with "band-n"	stage-n	on stage with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	230571075	Not long after the lights died, a leather and tasseled Halford sauntered onto the stage with his <band>.
band-n	... with "band-n"	tour-n	tour with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2168294102	Or, at this point in his career, he would rather play music and tour with his <band> than act in any big-budget Hollywood movies.
band-n	... with "band-n"	tour-v	touring with the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	568091452	The single's success was helped by a claymation animated pop promo of a type that was in vogue at the time, featuring a cameo by TV comedian Phill Jupitus, who toured with the <band> under the stage name "Porky the Poet".
band-n	... with "band-n"	white-j	white with one red horizontal band	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s9	a7.sx	a8.s5	a9.s3	a10.s5	3302530561	Tower painted white with one narrow green horizontal <band>; the roof is gray.
band-n	... within "band-n"	frequency-n	frequencies within the 156-162 MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2674964195	Both data link systems associated with these munitions, the AXQ-14 and ZSW-1, use multiple frequencies within the 1710-1855 MHz <band> for both video and command links.
band-n	... within "band-n"	operate-v	operate within the band	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2	a7.s2	a8.sx	a9.sx	a10.s2	2374885268	HYPERFIX system operates within this <band>.
band-n	adjective predicates of "band-n"	tight-j	band was tight	a1.s3	a2.sx	a3.s6	a4.s1	a5.s1	a6.sx	a7.s4	a8.sx	a9.s3	a10.sx	511871992	If the <band> is too tight, it can be loosened by taking out some of the fluid.
band-n	band-n above ...	GHz-n	bands above 40 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.sx	a8.s2	a9.s2	a10.s2	2485265827	Because of recent interest in the <bands> above 40 GHz, the FCC issued a NPRM seeking comments on its proposal to open portions of the bands above 40 GHz for commercial development and use.[
band-n	band-n after ...	band-n	band after band	a1.s2	a2.s1	a3.s6	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.s1	3456647304	She wanted to buy a t-shirt, she wanted to shop at the hippy arts & crafts booths, she wanted to see band after <band> after band.
band-n	band-n and/or ...	MHz-n	MHz and 406.1-420 MHz bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	3009830617	In fact, the FCC recently issued an NPRM on the allocation of 27 megahertz of spectrum from the 216-220 MHz, 1390-135 MHz, 1427-1429 MHz, 1429-1432 MHz, 1432-1435 MHz, 1670-1675 MHz, and 2385-2390 MHz <bands>.
band-n	band-n and/or ...	artist-n	bands and artists	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	441176743	To further show just how massive the Beatles' influence on pop music truly is, I'm going to take a Beatles song, then list the artist or <band> that that song spawned.
band-n	band-n and/or ...	band-n	band , the band	a1.s6	a2.s1	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	3412251	Donnie, as he is called by is friends, is a four year member of the marching band, concert <band>, pep band, and madrigal pit.
band-n	band-n and/or ...	orchestra-n	band and orchestra	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2316356546	At that Wheeling school, Hispanic students and those who receive free and reduced-price lunch are urged to join <band>, orchestra and choir, according to the school's principal, Jim Parker.
band-n	band-n around ...	arm-n	bands around their arms	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	1198716823	Steel <bands> around his arms and legs and chest, holding him down.
band-n	band-n around ...	base-n	band around the base of the	a1.s7	a2.s6	a3.s9	a4.s4	a5.sx	a6.s6	a7.s4	a8.sx	a9.sx	a10.s3	785601300	I would sort through the animals and grab an untagged lamb and wrestle it to the ground. once down, she would "brand" it by tagging the ear with a brightly collared marker and place a rubber <band> around the base of the tail.
band-n	band-n around ...	chest-n	band around his chest	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.sx	a7.s4	a8.s3	a9.s3	a10.s3	403357420	Finally, before I got into the bed, she wrapped <bands> around my chest and abdomen that would measure my breathing pattern.
band-n	band-n around ...	head-n	band around the head	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	371549516	"Place the rubber <band> around your head, then squeeze the lemons into your eyes.
band-n	band-n around ...	top-n	band around the top of the	a1.s7	a2.s6	a3.s9	a4.s4	a5.sx	a6.s6	a7.s4	a8.sx	a9.sx	a10.s3	2548084056	Active; focal plane 23 m (75 ft) and 21 m (69 ft); two synchronized lights, each displaying a flash every 15 s; the upper light white or red depending on direction, the lower light always white but intensified along the line joining this light to the Phare de Pertusato. 12 m (39 ft) 3-story square masonry tower with a flat roof, painted white with a black <band> around the top.
band-n	band-n around ...	wrist-n	band around your wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	442827562	Then wide leather <bands> around his wrists and ankles and connected all four bands with lengths of heavy chain.
band-n	band-n as ...	drummer-n	band as a drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	794415657	I first became aware of Graham's work when he joined Brian Bennett's <band> as drummer for Cliff Richard in 1976.
band-n	band-n at ...	GHz-n	band at 2.4 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1740692685	It is entirely possible that the result of this exercise will be to keep the <band> at 4.0-12.0 GHz, but then the reasons will be well documented.
band-n	band-n at ...	gig-n	band at a gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	750398646	Fans of rock sensation Bon Jovi will be able to catch the <band> at the first ever gig in the new Wembley Stadium.
band-n	band-n at ...	kD-n	band at 140 kD	a1.s2	a2.s2	a3.s8	a4.s2	a5.s2	a6.s7	a7.s2	a8.s6	a9.s2	a10.s2	1139706866	The higher band (140 kD) observed in peritonitis samples corresponds to cross-reactivity with eNOS (see Figure 1 ). eNOS: A single <band> at 140 kD, identical to that identified in endothelial cells (lane C) and corresponding to eNOS, is observed in all peritoneum extracts from control and peritonitis rats.
band-n	band-n below ...	GHz-n	bands below 3 GHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2131501741	Therefore, NTIA believes it is imperative that the Commission preserve these <bands> below 3 GHz for MSS use for both government and non-government operations . The DoD's MSS spectrum requirements and the recent developments in the bands below 3 GHz support an additional government MSS spectrum allocation in the bands 1615.5-1621.35 MHz, 2483.5-2492 MHz, and 2498-2500 MHz.
band-n	band-n below ...	MHz-n	bands below 512 MHz .	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	1413777044	The NOI solicited comments on a wide range of technical and policy issues, with the overall goal of developing new rules to support future technologies relating to PLMR <bands> below 512 MHz.
band-n	band-n below ...	gallery-n	red horizontal band below the gallery	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	2682896911	Lighthouse painted white with a red horizontal <band> below the gallery.
band-n	band-n between ...	MHz-n	Bands Between 28 MHz	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	939260630	There are also some specific frequencies <bands> between 300 MHz and 300 GHz that are subject to absorption by molecules in the atmosphere.
band-n	band-n for ...	reallocation-n	MHz band for reallocation	a1.s5	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2122097245	Title VI provides five criteria for selecting frequency <bands> for reallocation from Federal Government to non-Federal sector use.
band-n	band-n from ...	80-n	bands from the 80's	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2652228098	A3 reminds me of a <band> from the 80s that I can't quite put my finger on.
band-n	band-n from ...	Angeles-n	rock band from Los Angeles , California	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2981727619	The talented duo of songwriter Phil Solem and Danny Wilde, both were in the "Great Buildings" <band> from Los Angeles.
band-n	band-n is a ...	band-n	bands are bands	a1.s6	a2.s1	a3.s5	a4.s1	a5.sx	a6.s1	a7.sx	a8.sx	a9.sx	a10.sx	3460548834	This <band> is an abandoned band.
band-n	band-n like ...	Coldplay-n	bands like Coldplay and	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2531895094	When <bands> like Coldplay think that they have it rough they should just think of the Plastic People of the Universe and stay quiet.
band-n	band-n like ...	Dead-n	bands like the Grateful Dead	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1930652659	A law like that would mean a promoter wouldnt dare book a <band> like the Grateful Dead, depriving thousands of law-abiding concert goers of the concert experience just because some attendees smoke dope.
band-n	band-n like ...	Metallica-n	bands like Metallica and	a1.s1	a2.s1	a3.s1	a4.s3	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2224243880	The first bands to approach what Van Halen accomplished came in the 80's and 90's with really hard <bands> like Metallica and Pantera (and others).
band-n	band-n like ...	Radiohead-n	bands like Radiohead	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2681227608	Forward thinking <bands> like Radiohead and 9-Inch Nails will eventually host favorite unknown groups off their better funded web sites.
band-n	band-n like ...	clash-n	bands like The Clash ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1984482280	"I got involved in activism after listening to <bands> like The Clash," he says.
band-n	band-n like ...	jam-n	bands like Pearl Jam	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1441972228	"Thousands of babies have died, thanks to efforts of <bands> like Pearl Jam and RE.
band-n	band-n of ...	Indians-n	band of Indians	a1.s4	a2.s4	a3.s4	a4.s1	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	2929466990	I knew now that we were wrong in thinking there were three parties or <bands> of Indians.
band-n	band-n of ...	brother-n	band of brothers	a1.s4	a2.s4	a3.s4	a4.s8	a5.s4	a6.s4	a7.s3	a8.sx	a9.s1	a10.s4	2485479753	It reminds me of the series <band> of brothers where the narration increases the joy that much more for me.
band-n	band-n of ...	follower-n	band of followers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.sx	a10.s4	2310621524	"The presence of a crowd of witnesses fostered the experience of Dionysian ecstasy, as suggested in myth by the <band> of followers who always surround the god, the maenads and satyrs.
band-n	band-n of ...	frequency-n	band of frequencies	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3	a8.s2	a9.s2	a10.s2	578475006	Lightning causes the simultaneous emission of a broad <band> of radio frequencies.
band-n	band-n of ...	musician-n	band of musicians	a1.s1	a2.s1	a3.s1	a4.s1	a5.s4	a6.s1	a7.s3	a8.s1	a9.s1	a10.s1	287923239	Matthews has assembled a <band> of Nashville musicians and her rich, guttural voice - one of the most distinctive in the business - lends itself nicely to the backdrop of slide guitars and banjo.
band-n	band-n of ...	soldier-n	a band of soldiers	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	1557665606	3 Judas then, having received the <band> of soldiers and officers from the chief priests and Pharisees, cometh thither, with lanterns, and torches, and weapons.
band-n	band-n of ...	thug-n	band of thugs	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	3296012760	A <band> of thugs as his followers who believe in arson, crime and killing as the only way to get heard.
band-n	band-n of ...	warrior-n	band of warriors	a1.s4	a2.s4	a3.s4	a4.s5	a5.s4	a6.s4	a7.s3	a8.s4	a9.s1	a10.s4	2033254882	Barnes (performing as his alter ego "Georgie Fruit") sang into a golden mic and played guitar throughout his four or so costume changes, while his merry <band> of stylish road warriors-- including fellow Elephant 6er the Late B.P. Helium (aka Bryan Poole) on guitar-- relished every song and successfully translated Barnes' home-recorded music for the White Rabbit 's stage.
band-n	band-n on ...	blot-n	bands on Western blots	a1.s8	a2.s7	a3.s8	a4.s1	a5.s2	a6.s7	a7.sx	a8.s6	a9.sx	a10.s4	1758777814	This definition requires the presence of either a physician-diagnosed erythema migrans (EM) or a positive serologic test for LD accompanied by the presence of specific <bands> on a Western blot of the patients serum.
band-n	band-n on ...	finger-n	band on her finger	a1.s3	a2.s6	a3.s10	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	735257822	Previously, when members of the cult traveled the country in 1994 in an effort to expand their ranks, they were spotted with identical wedding <bands> on their fingers, symbols of their marriage to one another and their subjugation of the self to the group.
band-n	band-n on ...	gel-n	band on the gel	a1.s8	a2.s3	a3.s8	a4.s7	a5.s2	a6.s7	a7.s2	a8.s6	a9.sx	a10.s6	740688628	Fragments from reactions of sufficient quality (the presence of distinct <bands> on the agarose gel) were separated on a polyacrylamide gel using the SSCP protocol described by Antolin et al. (1996).
band-n	band-n on ...	label-n	bands on the label	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	273350023	Selling 1,000 copies of an album, which is a typical press of a new album by a new <band> on a small label, can easily cost more than it makes.
band-n	band-n on ...	tour-n	band on tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2655732024	Many of their fans, commonly referred to as Dead Heads, would follow the <band> on tour.
band-n	band-n on ...	wrist-n	band on his wrist	a1.s3	a2.s6	a3.s3	a4.s4	a5.s3	a6.s6	a7.s4	a8.s3	a9.s3	a10.s3	3121469583	Cut off the elastic part and use as sweat <bands> on your wrists when exercising.
band-n	band-n over ...	eye-n	, a band over the eye ,	a1.s3	a2.s3	a3.s3	a4.s4	a5.s3	a6.s3	a7.sx	a8.s3	a9.s3	a10.s3	2752176917	A white <band> over the eye formed by the tips of the feathers there; the cheeks dusky; the fore neck greyish-white, faintly streaked with dusky; and bounded below by a narrow semilunar band of light blue continuous with that of the neck.
band-n	band-n to ...	band-n	band to the 7/8 GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2186438060	We are trying to make it instead of being a dance <band> to a show band/dance band, rather than a dance band/show band.
band-n	band-n with ...	singer-n	band with a female singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	469407723	All five musicians know they are attempting what is arguably the most ill-advised stunt in rock: resuscitating a <band> with a deceased lead singer.
band-n	band-n's ...	CD-n	band's CD	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3272451166	I have a copy from there, and the <band's> CDs are available through the site.
band-n	band-n's ...	album-n	band's first album	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3047472072	The punchy set hit some highs that Fall fans have come to rely on–the band's ever shifting lineup notwithstanding, it never fails to gorge itself on the moshing grind of "Mr. Pharmacist," the greatest Fall song they never wrote–and flogged a few of the catchier chants from the <band's> new album The Real New Fall LP . That disc's unwieldy title stems from the fact that an early, reportedly slicker, version of the record got hijacked onto the Internet, after which Smith was moved to grunge up the mix for its official release.
band-n	band-n's ...	debut-n	the band's debut	a1.s1	a2.s1	a3.s1	a4.s6	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	461984619	And even if you're not into heavy music, the <band's> debut was about as beautifully dark and haunting as it gets.
band-n	band-n's ...	drummer-n	the band's drummer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1483664144	Still, he'd been drafted into the band once before, when Lemmy had 'gone missing' before a German trip, so, when the gig was offered following the sacking of Paul Rudolph and Alan Powell (the <band's> other drummer) it was Hawkwind to the rescue and Adrian gratefully accepted their aid.
band-n	band-n's ...	gig-n	band's gig	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	1156533093	The <band's> first gig was more than nine years ago at a small dance club in Diamondhead.
band-n	band-n's ...	guitarist-n	the band's guitarist	a1.s9	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2965688328	Applegate will play Wilson's love interest in the flick; the mother of the garage <band's> lead guitarist.
band-n	band-n's ...	hit-n	band's biggest hit	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1386958475	Take That's single is the <band's> first hit since 1996's How Deep Is Your Love and could rise further when released on CD on Monday.
band-n	band-n's ...	label-n	the band's label ,	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.s1	a10.s1	3284921065	Radiohead frontman Thom Yorke is seeing red after his <band's> former record label, EMI, issued reports claiming that the band demanded more than 10 million pounds ($19.8 million) in advance payment for 'In Rainbows,' a marketing budget for the new album and rights to previously-released material, among other things.
band-n	band-n's ...	member-n	the band's members	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.s1	a10.s1	623658378	The <band's> founding members were Chris Carter, Genesis P-Orridge, Cosey Fanni Tutti (whose work recently featured in the Tate Triennial 2006 exhibition) and Peter Christopherson.
band-n	band-n's ...	music-n	the band's music	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1665400173	But there's an inescapable, and mildly desperate, quality of (perhaps unnecessary) ephemerality about the <band's> music that on balance is frustrating and ends up overshadowing the fairly positive vibe you get while you're actually listening to it.
band-n	band-n's ...	release-n	band's first release	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1088686854	BARELY PINK, LAST DAY OF SUMMER (WWW.BARELYPINK.COM): Tampa favorites Barely Pink churn out another collection of seamless power pop gems on Last Day of Summer, the <band's> third release.
band-n	band-n's ...	show-n	band's shows	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	586055170	Three days after the <band's> first show, Seattle's Sub-Pop records asked it to record a single-of-the-month.
band-n	band-n's ...	singer-n	the band's lead singer	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	910575670	The bit where Ira Kaplan forgets the second verse of Three Dog Night's "Mama Told Me (Not to Come)", and wisecracks about the <band's> singer, is great-- though not nearly as funny as the version of Archie Bell & the Drells' "Tighten Up" that opens the album.
band-n	band-n's ...	single-n	band's first single	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2705425884	"Planet Earth," the <band's> first single, quickly rose to number 12 upon its spring 1981 release.
band-n	band-n's ...	song-n	the band's songs	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	3543703481	Nice to see that the BPI can't even get right the name of one of the UK's best-selling <band's> most famous songs.
band-n	band-n's ...	sound-n	the band's sound	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	2903878252	The horns play an integral and central role in the <band's> sound.
band-n	band-n's ...	tour-n	band's tour	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3376161818	"Kraftwerk founder Florian Schneider has been notably absent on the opening dates of the <band's> current US tour.
band-n	band-n's ...	website-n	on the band's website	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	3326517898	Yesterday, Brad Delp, lead singer of Boston, died , and, as the <band's> website declares today, we just lost one of the nicest guys in rock and roll.
band-n	modifiers of "band-n"	GHz-n	GHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	636885212	A coherent position for the use and management of the spectrum is required, possibly with some early and temporary allocations at 28 GHz, but with a defined migration policy for such allocations to the 40 GHz <band>.
band-n	modifiers of "band-n"	MHz-n	MHz band	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	3044964181	The spectrum allocated for public safety communications in the 380-400 MHz <band> and for the TETRA digital PAMR network in the 410-430 MHz band is not included.
band-n	modifiers of "band-n"	brass-n	brass band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s4	a8.s1	a9.sx	a10.s1	578776267	The Yorkshire Imperial Urquhart Travel Band is considered to be one of the finest and most prestigious brass <bands> in the world and competes regularly in the British Open Championships.
band-n	modifiers of "band-n"	frequency-n	frequency bands	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2	a8.s2	a9.s2	a10.s2	2155762293	[28] The Commission tentatively concludes that equivalent isotropically radiated power (EIRP) levels of between 30 dBm to 36 dBm are possible in the FS frequency <bands>.
band-n	modifiers of "band-n"	horizontal-j	and white horizontal bands	a1.s7	a2.s3	a3.s7	a4.s4	a5.s5	a6.s5	a7.sx	a8.s5	a9.s3	a10.s5	1132804387	LTA-1-SEQ-23 shows that the distance from the top of the structure (approximating the vertical location of the tape attachment point A ) to the bottom of the horizontal yellow <band> (approximating B ) is about 25 inches (0.64 m).
band-n	modifiers of "band-n"	jazz-n	jazz band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2762217799	Yours truly has already put in an order for a jazz <band> at my memorial service (along with a piper), and I even hired the Bay City Ramblers to play Precious Lord, Take My Hand, Just a Closer Walk with Thee, and When the Saints Go Marching In when I conducted my own funeral as part of a Lenten series in Island Park what better way to teach that we believe in resurrection?
band-n	modifiers of "band-n"	live-j	a live band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1799244427	Reasonably priced food from the Eldorado will be available along with free live <bands>, including Elvin Bishop.
band-n	modifiers of "band-n"	metal-n	metal band	a1.s1	a2.s1	a3.s6	a4.s1	a5.s1	a6.sx	a7.s1	a8.s1	a9.sx	a10.s1	2795558911	Sugar Ray is actually a raucous funk metal <band>.
band-n	modifiers of "band-n"	narrow-j	a narrow band	a1.s7	a2.s3	a3.s6	a4.s2	a5.s2	a6.s5	a7.sx	a8.sx	a9.s3	a10.s3	3159104395	Its easy to say definitely narrow <band>. but what is the bandwidth at the -80, -90dB level?
band-n	modifiers of "band-n"	punk-n	punk band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	983004791	Was there a particular person or incident that inspired you to form punk <band>, the Mekons, back in the late Seventies?
band-n	modifiers of "band-n"	rock-n	rock band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	168687480	They will also find "Roadshow: An Adventure for Traveller ," a piece which sketches the scenario for a comic adventure in which the player-characters are hired as roadies and concert security for an interstellar rock <band>.
band-n	modifiers of "band-n"	rubber-n	a rubber band	a1.s3	a2.s6	a3.s9	a4.s4	a5.s3	a6.s10	a7.s4	a8.s3	a9.s3	a10.s3	536064546	I have carried out 3 different methods for ageing of rubber bands 1) Boil rubber bands in boiling water for 15/30/45/60 minutes 2) Freezing in ice for 1 day and 10days 3) Soak rubber bands in Motor Oil for 3 - 9 days So far I can see that after boiling the rubber bands.. it becomes easier (takes less weight) to stretch the rubber <band> 4 times its original length.
band-n	nouns modified by "band-n"	mate-n	band mates	a1.s1	a2.s4	a3.s6	a4.s1	a5.s1	a6.s1	a7.s1	a8.s4	a9.s1	a10.s1	2752265237	His arrest left his Scottish <band> mates scrambling to find a substitute keyboardist so the band could perform.
band-n	nouns modified by "band-n"	wagon-n	on the band wagon	a1.s1	a2.s9	a3.s12	a4.s9	a5.s1	a6.sx	a7.sx	a8.s7	a9.sx	a10.s1	2582040815	Have searched but can't find any info for the move anywhere, so, question, is it worth jumping on the <band> wagon??
band-n	possessors of "band-n"	Ellington-n	Duke Ellington's band .	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	584781822	By 1927, Ellington's <band> had found a small base of fans and secured an engagement at Harlem's famous Cotton Club.
band-n	possessors of "band-n"	Zappa-n	Frank Zappa's band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.s1	a10.s1	660637991	That's Frank Zappa's old <band>.
band-n	verbs with "band-n" as object	form-v	band formed	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	823348308	Neil Finn and Paul Hester were former members of the band, Split Enz and while they were on their last tour with that band, they decided to form a <band> of their own.
band-n	verbs with "band-n" as object	front-v	band fronted	a1.s1	a2.s5	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	565142021	Mark Gamsjager, 42, fronts the rockabilly <band> The Lustre Kings.
band-n	verbs with "band-n" as object	march-v	marching band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s3	a8.s1	a9.sx	a10.s1	502062446	The military spends more on marching <bands>.
band-n	verbs with "band-n" as subject	perform-v	band performing	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	2617767225	After a church choir's performance of "Gloria" at Christmas and the Eastman School of Music Philharmonia last Tuesday, he decided on a jazz <band> performing at Borders Book Store last night to wrap things up.
band-n	verbs with "band-n" as subject	play-v	band played	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.s1	a9.s1	a10.s1	1563106955	The atmosphere was incredible, with the sound of the provencal <bands> playing and the springtime sun shining down.
band-n	verbs with "band-n" as subject	release-v	the band released	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx	a8.s1	a9.sx	a10.s1	2492742871	There are even two EPs released by the <band> entitled, 'Signals, Calls and Marches' in 1981 and 'Four Hands EP' in 2004.
band-n	verbs with particle "up" and "band-n" as object	break-v	broke up the band	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1	a8.sx	a9.sx	a10.s1	79120161	Is it fair to beat up on Travis Morrison for breaking up his former <band> and then daring to try something different?
