head	rel	col	lcm	sense1	sense2	sense3	sense4	sense5	pos	text
bašta-n	bašta-n of ...	pravice-n	baštou pravice	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	3669044831	Rozdíl mezi ODS a TOP 09 je nevelký, a to i s ohledem k tomu, že občanští demokraté byli Kalouskovou stranou poražení v <baště> české pravice, tj. v Praze, kde byla ODS po dlouhá léta dominantním subjektem s nadpoloviční podporou všech voličů.
bašta-n	bašta-n of ...	protestantismus-n	baštou protestantismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	40353649	Od reformace byl kraj hlavní <baštou> protestantismu v říši, což se projevilo nejsilněji za šmalkaldské války.
bašta-n	bašta-n of ...	radikál-n	baštou radikálů	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	1222002728	Celý incident se odehrál v pondělí večer v provincii Borno, která je <baštou> islámských radikálů.
bašta-n	bašta-n of ...	rebel-n	bašty rebelů	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	6204707111	Podle CNN zahynul v bojích o město Misuráta, které patří k <baštám> rebelů.
bašta-n	bašta-n of ...	separatista-n	bašty proruských separatistů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	8270330207	Doněck je hlavní <baštou> proruských separatistů na východě Ukrajiny bojujících s prozápadním kyjevským režimem.
bašta-n	bašta-n of ...	stalinismus-n	bašty stalinismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	12219315447	Do jedné z posledních <bašt> stalinismu se vydali s požehnáním spojenců a tvrdí, že chtějí nahlodávat tamní režim.
bašta-n	bašta-n of ...	stoupenec-n	baštou stoupenců	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	12446209397	Situace v jedné z posledních <bašt> stoupenců Muammara Kaddáfího, v Syrtě, je zoufalá.
bašta-n	bašta-n of ...	terorista-n	baštu teroristů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	2043219342	Ministr Lavrov v REN TV uvedl, že Rusko je ochotné koordinovat akce se Spojenými státy s cílem osvobodit město Rakka, které je v současnosti <baštou> teroristů z Islámského státu.
bašta-n	bašta-n of ...	vzbouřenec-n	baštu vzbouřenců	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	1650281503	Zatímco v Sýrii pokračuje pozorovatelská mise Ligy arabských států (LAS), ve městě Homs, které je <baštou> vzbouřenců, zahynul francouzský novinář.
bašta-n	bašta-n s ...	střílna-n	bašta se střílnami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	4020693797	Z oné doby je i mohutné opevnění kolem kostela zesílené dvoupatrovou vstupní věží a pěti <baštami> se střílnami.
bašta-n	bašta-n s ...	vyhlídka-n	hrad , Rybářská bašta s krásnou vyhlídkou na město ,	a1.s2	a2.s2	a3.s2	a4.s1	a5.s2	4568282017	Rybářská <bašta> s vyhlídkou na Budapešt'
bašta-n	bašta-n u ...	brána-n	baštami u bran	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3753307531	V roce 1830 byla zchátralá <bašta> u Chyšské brány zbořena a deska druhotně osazena na nároží vstupního průčelí sousedního měšťanského domu čp. 42 v Chyšské, dnešní Hradební ulici.
bašta-n	bašta-n u ...	rybník-n	baště u rybníka	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	1619189299	Další možností je výlet na rybářskou <baštu> u rybníka v Loučné nad Desnou -6 km nebo na rybník do Rudoltic -8 km, kde lze chytat bez povolenky a ulovené ryby Vám zde chutně připraví.
bašta-n	bašta-n v ...	Průhonice-n	Hliněná bašta v Průhonicích	a1.sx	a2.s2	a3.sx	a4.sx	a5.s2	277859065	Nedávno jsme vyrazili na rodinnou oslavu do Hliněné <bašty> v Průhonicích.
bašta-n	bašta-n v ...	nároží-n	baštami v nárožích	a1.sx	a2.s2	a3.s3	a4.s1	a5.s2	2734480683	Kostel v Hluku se nachází uvnitř pravidelného opevnění se čtyřmi hranatými <baštami> v nárožích.
bašta-n	modifiers of "bašta-n"	Habrovický-j	Penzion Habrovická Bašta	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	9349598271	Postřehy z Novoroční vyjížďky, která vedla díky počasí bez caviků rovnou do Habrovické <Bašty>.
bašta-n	modifiers of "bašta-n"	Holubovský-j	Holubovská Bašta	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	5655133754	Dehtáře u Českých Budějovic, po které pokračuje jižním a dále západním směrem okolo Holubovské <Bašty>.
bašta-n	modifiers of "bašta-n"	Otakarův-j	Otakarova bašta	a1.s2	a2.s2	a3.sx	a4.s1	a5.s2	299328972	Prohlídky by měly být každý den, kromě Pondělí a je možno si domluvit i prohlídku dalších památek, kterou je Otakarova <bašta> a Žižkovy síňě na radnici.
bašta-n	modifiers of "bašta-n"	Predný-j	Predná Bašta	a1.sx	a2.sx	a3.sx	a4.sx	a5.s2	3881066889	Horolezec se zřítil z Predné <Bašty> ve Vysokých Tatrách
bašta-n	modifiers of "bašta-n"	dobytný-j	nedobytnou baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s1	7536801808	Zaútočte na pevnosti počítačových soupeřů a vybudujte si vlastní nedobytnou <baštu> v intenzivním režimu v Skirmish.
bašta-n	modifiers of "bašta-n"	dělostřelecký-j	dělostřelecká bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2770929151	Tedy kolem roku 1479 vznikla tato dělostřelecká <bašta> jako významná součást obranného systému.
bašta-n	modifiers of "bašta-n"	dělový-j	dělové bašty	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3333522279	Dominantu předhradí tvoří kostel sv.Maří Magdalény z roku 1652 s hrobkou rodu Švamberků, který byl vystavěn již po zániku hradu na základech někdejší dělové <bašty>.
bašta-n	modifiers of "bašta-n"	hliněný-j	Hliněná bašta	a1.s3	a2.s2	a3.sx	a4.s1	a5.s2	6863067825	Na skvělou zvěřinovou paštiku připravenou ze tří druhů mas, tedy kančího, srnčího a jeleního, se už léta jezdí do Hliněné <bašty> v Průhonicích.
bašta-n	modifiers of "bašta-n"	hradební-j	hradební bašty	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	5218068261	Prohlídka gotického opevnění města zahrnuje výstup na ochoz, procházku po části ochozu a návštěvu hradební <bašty>.
bašta-n	modifiers of "bašta-n"	hradní-j	Hradní Bašta	a1.s3	a2.sx	a3.sx	a4.s1	a5.s2	2837135458	Vinotéka penzionu Hradní <Bašta> je zásobena kvalitními moravskými víny od firmy Livi Dubňany.
bašta-n	modifiers of "bašta-n"	hranolový-j	hranolovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	6602172960	V roce 1623 dal postavit V. Berthold jednoduchý obdelníkový zámek s dvěmi hranolovými nárožními <baštami> ve stylu tzv. východoslovenské renesance.
bašta-n	modifiers of "bašta-n"	husitský-j	Husitská bašta	a1.s1	a2.sx	a3.sx	a4.s1	a5.s2	5447996412	Tyto vynálezy lze na vlastní oči spatřit v Muzeu Homolupulů v Husitské <baště> v Žatci.
bašta-n	modifiers of "bašta-n"	nárožní-j	nárožními baštami	a1.sx	a2.sx	a3.s3	a4.s1	a5.s2	2056961601	Zbytky kaple a opravené nárožní <bašty> dostávají bytelnou střechu z dřevěného šindele, nádvoří i okolí je upraveno.
bašta-n	modifiers of "bašta-n"	okrouhlý-j	okrouhlá bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1698981937	Mohutnou hradbu zpevňovaly hranolové věže a okrouhlé <bašty>.
bašta-n	modifiers of "bašta-n"	pivovarský-j	Pivovarská bašta	a1.s2	a2.s2	a3.sx	a4.s1	a5.sx	2061441242	Pivovarská <Bašta> stravování
bašta-n	modifiers of "bašta-n"	podkovovitý-j	podkovovitá bašta	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	4145592473	Spolu s dvěma malými podkovovitými <baštami> předhradí byla výstavba zmíněného parkánu reakcí na dobytí hradu roku 1467; ze stejné doby pochází i válcová věž solitérně stojící před jižním čelem hradního jádra, střežící jižní bránu dostupnou po kamenném mostě zřízeném v roce 1829 přes šíjový příkop.
bašta-n	modifiers of "bašta-n"	polokruhový-j	polokruhovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	9079845057	Jednoduché hradby byly zesílené šesti polokruhovými <baštami> v rozích nepravidelného podlouhlého mnohoúhelníku a původně měly pouze dvě brány na průjezdní cestě.
bašta-n	modifiers of "bašta-n"	polookrouhlý-j	polookrouhlá bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3747745813	Na jeho jižní straně spatřují se dvě <bašty> polookrouhlé, které bývaly někdy v hradbách, ale v 16. stoleti přistavěno k nim nynější staveni, jemuž říkali pak Neuhaus im nidern Schlosse (novy dům v dolním zámku).
bašta-n	modifiers of "bašta-n"	polygonální-j	polygonální bašta	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	2354031060	V poslední čtvrtině 16. a na počátku 17. století za Vavřince Edera ze Štiavnice a jeho zetě Jana staršího Kobylky z Kobylího byly postaveny objekty purkrabství a nynější 3. hradní brány, opevnění hradu bylo zdokonaleno polygonální dělovou <baštou> (tzv. Remter), novou hradbou na jihovýchodě, opevněním výběžku nad údolím zvaným Kočičí hlava, a předsunutou osmibokou bateriovou věží (spodní část dnešní věže kostela).
bašta-n	modifiers of "bašta-n"	povstalecký-j	povstalecké bašty	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	8830153884	Ta jedna třetina, která zůstala věrná Idrisovi je právě ta třetina z Kyreneiky a jaká náhoda, že právě tam se nachází Benghází – hlavní povstalecká <bašta>, která začala tuto válku.
bašta-n	modifiers of "bašta-n"	pětiboký-j	pětibokými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	33546933	Nejvíce k jeho obraně přispěli Švédové, kteří během let 1646–47 vybudovali před hlavní bránou mohutný barbakán, zesílili opevnění pětibokými <baštami>, zvanými "Ostré rohy" a upravili také hradní příkop.
bašta-n	modifiers of "bašta-n"	předsunutý-j	předsunutá bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	5810474869	R. 1414 je zmíněna hradní kaple, za tureckého nebezpečí ve třicátých letech 16. stol. vznikla předsunutá <bašta> a v pol. 16. stol. došlo k přestavbě obytných částí hradu.
bašta-n	modifiers of "bašta-n"	půlkruhový-j	půlkruhovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2803744587	Hrad byl opevněn hradbou a příkopem, dodnes jsou patrné základy tří půlkruhových <bašt>.
bašta-n	modifiers of "bašta-n"	půlválcův-j	19 půlválcovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3881190824	Z celého systému opevnění se do současnosti dochovala celá hlavní hradba s 19 půlválcovými <baštami>, parkánová zeď na západě a severu, deformovaný val na jihu a rybník.
bašta-n	modifiers of "bašta-n"	rožmberský-j	Rožmberská bašta	a1.sx	a2.s2	a3.sx	a4.s2	a5.s2	1470327843	Pod hrází Rožmberka jsou historické sádky, u nichž stojí zajímavá pamětihodnost - Rožmberská <bašta>.
bašta-n	modifiers of "bašta-n"	rybářský-j	Rybářská bašta	a1.s2	a2.s2	a3.sx	a4.s2	a5.s2	3072610791	Plně naložená vozidla budou vyjíždět u restaurace Rybářská <bašta> a budou pokračovat ulicemi Na Hrázi, Palkovická a dále přes Palkovice a Chlebovice do místa určení ve Staříči.
bašta-n	modifiers of "bašta-n"	čtverhranný-j	čtverhranná bašta	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1159826853	Hrad byl také chráněn příkopem a zemní čtverhrannou <baštou>.
bašta-n	subjects of "be bašta-n"	Praha-n	Praha je baštou	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1	2257083937	A Praha je <baštou> pravice, jen se její přízeň přelévá od Klause přes Topolánka k topákům.
bašta-n	subjects of "be bašta-n"	kraj-n	kraj je baštou	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	11259059240	Potvrdilo se také, že Olomoucký kraj je tradiční <baštou> lidovců – získali zde dvanáct procent hlasů, což je téměř o čtyři a půl procenta více oproti celostátnímu výsledku. "Je dobře, že voliči poměřovali výkony mé a kolegyně Roithové a nebrali do úvahy další záležitosti spojené s vnitrostranickými spory," glosoval výsledek spokojený Březina.
bašta-n	subjects of "be bašta-n"	město-n	. Město je baštou	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1	1378456109	Málokdo už ví, že barokní město je současně největší pivní <baštou> celého - jinak... více
bašta-n	verbs with "bašta-n" as accusative object	dobýt-v	dobýt baštu	a1.s3	a2.s2	a3.s3	a4.s1	a5.sx	4039247592	Barbaři chtějí dobýt poslední <baštu> seriózní americké žurnalistiky.
bašta-n	verbs with "bašta-n" as accusative object	dobývat-v	dobývá stejnojmennou baštu	a1.s1	a2.s2	a3.s3	a4.s1	a5.sx	1055061247	Karel Štědrý: Dobýváš svou <baštu>, o co líp se máš tu Zase hůře spíš
bašta-n	verbs with "bašta-n" as instrumental object	opevnit-v	opevnili zakulacenou baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3441563085	V l. 1440-60 byl hrad nově opevněn hradebními <baštami> a rozšířen, zdejší předhradí patří k nejdokonalejším fortifikačním systémům doby pohusitské.
bašta-n	verbs with "bašta-n" as instrumental object	zesílit-v	zesílen 19 půlválcovými baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3309057168	Hradby byly zesíleny <baštou>, umístěnou v rohu lichoběžníku.
bašta-n	verbs with "bašta-n" as instrumental object	zpevnit-v	zpevněna několika baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	33499575	Val byl pravděpodobě v 15. století částečně rozšířen a na severní a východní straně zpevněn zemními <baštami>.
bašta-n	verbs with "bašta-n" as subject	recenzovat-v	. Literární bašta recenzuje	a1.s1	a2.s1	a3.sx	a4.sx	a5.sx	2911692831	Literární <bašta> recenzuje knihu Klárka a 11 babiček od Olgy Černé a Alžběty Skálové
bašta-n	verbs with "bašta-n" as subject	zesílit-v	byla zesílena okrouhlou baštou .	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2189687864	Původní jádro hradu rozšířili o druhé značně velké předhradí, které bylo navíc na nejméně zajištěné a relativně snadno přístupné jižní straně zesíleno mohutnou pětibokou <baštou>.
bašta-n	verbs with "bašta-n" as subject	zpevnit-v	zpevněno baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	9677777955	Vnitřní hradební pás byl zpevněn <baštami>.
bašta-n	... na "bašta-n"	galerie-n	v litoměřické Foto Galerii Na Baště	a1.sx	a2.s2	a3.sx	a4.sx	a5.sx	6538160040	Až do 2.listopadu 2011 je v Litoměřické fotografické galerii Na <Baště> ke shlédnutí soubor barevných a černobílých fotografií Jiřího Bartoše z Hejnic.
bašta-n	... na "bašta-n"	restaurace-n	restauraci Na Baště	a1.s2	a2.sx	a3.sx	a4.sx	a5.sx	11742174505	Restaurace Na <Baště> (Kutná Hora) Koncert vynikající skupiny z Poděbrad - New Bells a kutnohorské stálice, skupiny Brix.
bašta-n	... na "bašta-n"	vila-n	vila na Mariánské baště	a1.s3	a2.s2	a3.sx	a4.s1	a5.sx	2765513156	Napsal, že kromě několika nezajímavých odkazů obsahovala poslední vůle dra Karla Kramáře přání, aby se jeho vila na Mariánské <baště> stala museem, věnovaným ukázce památek na jeho politickou činnost, na jeho národně slovanskou čin
bašta-n	... na "bašta-n"	zahrada-n	zahrada Na Baště	a1.s3	a2.s2	a3.sx	a4.s1	a5.sx	4312409119	Oproti tomu na západě se rozprostírá zahrada Na <Baště> a jižní strana disponuje dokonce třemi zahradami.
bašta-n	... of "bašta-n"	Kaddáfí-n	Kaddáfího bašty	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1	11858203031	Ostrý konflikt se mezitím přenesl i do dalších míst Libye, zejména Kaddáfího <bašty> Syrty a na hranice s Tuniskem.
bašta-n	... of "bašta-n"	dobytí-n	dobytí bašty	a1.s3	a2.s2	a3.s3	a4.s1	a5.sx	678282480	Dobytí poslední <bašty> Islámského státu se zatím neplánuje
bašta-n	... of "bašta-n"	hřeben-n	hřeben Bašt	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	3639584828	dominanta hřebene <Bašt>...až k vodopádu Skok vedounějaké stopy, tak mi cesta ubíhá vcelku dobře...kochám se natékajícími ledopády , ještě jim toho hodně chybí.....ani vodopád není celý zamrzlý...no jo, dole byly.
bašta-n	... of "bašta-n"	zdivo-n	zdiva bašt	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	1517410155	Zahrada sama má charakter japonských zahrad a celkový dojem je dotvářen některými architektonickými prvky - zbytky zdiva středověké <bašty>, lávkou s balustrádou k Prašnému mostu a schody do horního Jeleního příkopu.
bašta-n	... pod "bašta-n"	scéna-n	scéně pod baštou	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	7514996771	Nelítostné souboje, určené dospělým divákům, rodinám s dětmi i odborné veřejnosti, můžete na letní scéně pod <baštou> hradu Špilberk sledovat na samotném sklonku prázdnin, 29. srpna 2009.
bašta-n	... pod "bašta-n"	ulice-n	v ulici Pod Baštou	a1.sx	a2.s2	a3.sx	a4.sx	a5.sx	1782319226	Realitní kancelář UNITED REAL QVERA Vám zprostředkuje koupi bytu o dispozici 4+kk, s výměrou 100 m2, situovaného v 1NP bytového domu umístěného v ulici Pod <Baštami>, Praha 6 - Hradčany.
bašta-n	... s "bašta-n"	brána-n	brána s baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	2579712007	Původní gotický hrad ze 13. století byl za Ledeckých z Říčan v 16. století přestavěn na renesanční zámek, jehož obranyschopnost zvýšila v roce 1642 nová brána se dvěma pětibokými <baštami>.
bašta-n	... s "bašta-n"	hrad-n	hradu s baštou	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3714232632	Na nejvyšším místě se nachází hrad s třemi trojúhelníkovými <baštami>, postaven ve 11. století Federicem II.
bašta-n	... s "bašta-n"	hradba-n	hradby s baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	254787956	Za prvním příkopem a hradbou s dvěma <baštami> se vcházelo do předhradí, z jehož budov se nedochovaly žádné zbytky.
bašta-n	... s "bašta-n"	opevnění-n	opevnění s baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	4716157538	Městské opevnění - dnes je dochován pouze zbytek městského opevnění s <baštou>.
bašta-n	... s "bašta-n"	parkán-n	parkán s baštami	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	5273322577	Teprve v 15. století byl v reakci na rozvoj dělostřelby zastřešeny hradební ochozy a na jižní a východní straně dolního hradu byl zřízen parkán s <baštami> umožňující použití děl velkých ráží.
bašta-n	... s "bašta-n"	pevnost-n	pevnost se sedmi baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3044478662	V následujících čtyřech staletích rozšířili olomoučtí biskupové Hukvaldy na mohutnou pevnost s pěti dělovými <baštami>, která se osvědčila při blokádě Dány a dvojím obležení Švédy v posledním období třicetileté války.
bašta-n	... s "bašta-n"	předhradí-n	předhradí se dvěma baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1798599793	O necelých třicet let později byl hradní komplex významně rozšířen o jižní předhradí s <baštou>, tyto stavební úpravy si vyžádalo nebezpečí tureckých vpádů na území Uherského království.
bašta-n	... s "bašta-n"	zeď-n	zdí s baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1556997060	Zůstal po něm krásný, obnovený Žumberk, ves, kterou nechal obehnat hradební zdí se šesti <baštami>.
bašta-n	... u "bašta-n"	ranč-n	Ranč u Bašty ,	a1.sx	a2.s2	a3.sx	a4.sx	a5.sx	8836188060	V Resortu Zelené Údolí se mimo jiné nachází Zážitková kamenná kuchyně v restauraci Ranč u <Bašty>, kde si můžete vychutnat zcela originální a jedinečné pokrmy.
bašta-n	... z "bašta-n"	historka-n	Historky z ražické bašty	a1.sx	a2.sx	a3.sx	a4.sx	a5.s2	2869691127	Tv. diváci ji vídají velmi zřídka, objevila se např. v tv. komediích (Básník, služka a král, 1977; Historky z Ražické <bašty>, 1979; Hlavní výhra, 1982), dramatickém příběhu Nikola Šuhaj loupežník (1977) a seriálu My holky z městečka (1986).
bašta-n	... za "bašta-n"	ulice-n	v ulici Za Baštou	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	2081265845	ulici Masarykova, v ulici V Opletkách, v ulici Bezručova, kolem Futura a nádraží, v ulici Za <Baštou>, v ulici Nebovidská, v ulici Pírkova, v ulici Na Magistrále, v ulici Klenovecká, v ulici Benešova, v ulici Mlýnská a v ulici V Břízách.
bašta-n	bašta-n and/or ...	Matyášův-j	bašta a Matyášův	a1.sx	a2.s2	a3.sx	a4.sx	a5.s2	6285664508	Nedaleko odtud ještě můžete obdivovat věže Rybářské <bašty> a Matyášův chrám.
bašta-n	bašta-n and/or ...	bastion-n	baštami či bastiony	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	1255009930	Hlavní hradba a parkán mezi Španělskou <baštou> a Bastionem Sv. Jiří.
bašta-n	bašta-n and/or ...	brána-n	branami a baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	1841210826	V l. 1461–72 obnoveny byly hradby a postaveny některé brány a <bašty>.
bašta-n	bašta-n and/or ...	hradba-n	hradeb a bašt	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	1822291140	Druhá hradní brána ohraničovala spolu s hradbami a <baštami> hradní nádvoří, zaplněné původně hospodářskými budovami.
bašta-n	bašta-n and/or ...	hradební-j	bašty a hradební zdi	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	7077621447	Hradní jádro tvoří dva hradní paláce s obrannou vstupní věží, 4 hradební <bašty> a hradební zdi s vodním příkopem.
bašta-n	bašta-n and/or ...	opevnění-n	bašty a opevnění	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3968714378	Spletitý komplex pevností, skladišť, <bašt> a opevnění je nejkompletnější a nejlépe zachovaný příklad Španělsko-Americké vojenské architektury založené na Italských a renesančních principech.
bašta-n	bašta-n and/or ...	příkop-n	baštami a příkopy	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	3515282842	Renesanční urbanistické jádro má tvar šesticípé hvězdy, je doplněno <baštami> a příkopy, které dnes slouží jako veřejné zahrady.
bašta-n	bašta-n and/or ...	střílna-n	baštami a střílnami .	a1.s3	a2.sx	a3.s3	a4.s1	a5.s2	6166823084	Tato renesanční budova se čtyřmi <baštami> a střílnami v sobě ukrývá expozici protitureckých bojů a nejvyšší patro slouží jako turistická vyhlídková plošina.
bašta-n	bašta-n and/or ...	věž-n	věží a bašt	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	609219699	Kdysi ho střežilo 17 věží a <bašt>, dodnes se zachovala velká část hradeb i věží.
bašta-n	bašta-n and/or ...	zeď-n	zdmi a baštami	a1.s3	a2.s2	a3.s3	a4.s1	a5.s2	4864342424	místě nová pevnost postavena býti musí: protož JMCská milostivě žádati ráčí, poněvadž ty pevnosti tomuto království a markrabství Moravskému již za silnou zeď a <baštu> sou, aby na vystavení a zpevnění těch zámkuov (neb od nepřítele bez pokušení nebudou) dosti.
bašta-n	bašta-n na ...	hráz-n	rybářské bašty na hrázi	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	354204685	Petici proti záměru demolice stavebního areálu <bašty> na hrázi Olšinského rybníka. 185. stížnosti na nepořádek kolem jezera a vyzývá CHKO Šumava ke zvýšení kontrolní a preventivní činnosti.
bašta-n	bašta-n na ...	nároží-n	baštami na nárožích	a1.sx	a2.s2	a3.s3	a4.s1	a5.s2	2376488238	Hrad získává trojúhelníkový půdorys s půlkruhovými <baštami> na nárožích.
bašta-n	bašta-n of ...	Bengháze-n	v povstalecké baště Benghází	a1.sx	a2.sx	a3.s1	a4.s1	a5.s3	12346373888	Benghází - Síly věrné libyjskému vůdci Muammaru Kaddáfímu dnes podle očitých svědků zaútočily na povstaleckou <baštu> Benghází a pokoušejí se toto východolibyjské město znovu dobýt.
bašta-n	bašta-n of ...	Doněck-n	povstalecké bašty Doněcka	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	1428663936	Radnice v povstalecké <baště> Doněcku podle agentury Interfax-Ukrajina ohlásila, že noc na dnešek byla poměrně klidná, ale od časného rána jsou zase slyšet jednotlivé výstřely z těžkých děl, a tak situace "zůstává stabilně napjatá".
bašta-n	bašta-n of ...	Hizballáh-n	baštou Hizballáhu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	1431287750	Ahmadínežád je dnes očekáván v někdejší <baště> Hizballáhu u jiholibanonské hranice a má tam pronést projev.
bašta-n	bašta-n of ...	Kaddáfí-n	baštu Kaddáfího	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	12054431600	Na frontě u přímořského Syrty, která je jednou z posledních <bašt> Kaddáfího sil, dnes povstalci nepostupují.
bašta-n	bašta-n of ...	Parrakh-n	na baštu Parrakhu .	a1.s1	a2.s2	a3.sx	a4.s1	a5.s2	2625060640	Než ztratí schopnost rozhodovat, zamířit kovový muž kouli k jedné z planet a blábolí cosi o <Baště> Parrakhu.
bašta-n	bašta-n of ...	Taliban-n	baštou Talibanu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	879193964	4/10Přestože jsem fanouškem podobně zaměřených filmů tento mi docela dost zklamal.Je to takové lehce podprůměrné C.Parta polodementních amerických vojáku uprostřed <bašty> Talibanu(mimochodem za celý film se tam jediný Talibec neukáže)zůstane uvězněna uprostřed pouště.
bašta-n	bašta-n of ...	demokrat-n	baštou demokratů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	4501434022	V tradiční <baště> křesťanských demokratů Bádensku-Würtembersku poprvé zvítězili s 30 procenty Zelení, kteří zde byli taktéž doposud v čele vlády, CDU na ně ztrácí zhruba tři procenta a AfD procent patnáct.
bašta-n	bašta-n of ...	džihádista-n	baštou džihádistů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	7418004920	Právě Lisí, která leží v centru Benghází, byla považována za jednu z hlavních <bašt> džihádistů v tomto městě. "Islámský stát byl vypuzen mimo Lisí a zbytky jeho bojovníků se skrývají v okolí.
bašta-n	bašta-n of ...	extremista-n	baštou extremistů	a1.s1	a2.s1	a3.sx	a4.s1	a5.s1	5616232157	Jeho redakční kolega Petr Klinovský nebyl ve svém hodnocení o mnoho umírněnější: "Ve svém anonymním článku označuje anonymní autor server Policista.cz (který má prý dva redaktory) za státem sponzorovanou <baštu> extremistů, pomocí kterého Dušan Stuchlík ovládá veřejné mínění policistů ve prospěch těchto extremistů-jestli toto není text pamfletu ve stylu vrahů z Wallstreetu, tak už nevím, co je.
bašta-n	bašta-n of ...	husita-n	baštou husitů .	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	3517683605	Slavným obdobím pro město byla doba, kdy se Odry staly <baštou> husitů.
bašta-n	bašta-n of ...	husitství-n	jednou z bašt husitství na jihozápadní Moravě	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	827203104	Tento kostel patřil k několika málo <baštám> husitství, kde nebyla v roce 1411 ohlášena klatba na Jana Husa.
bašta-n	bašta-n of ...	házená-n	bašty házené	a1.sx	a2.sx	a3.s1	a4.s1	a5.s1	4485865321	Hned v prvním utkání na půdě soupeře v nové sezoně se házenkářům Kopřivnice podařil opravdu cenný lup, když se s dvoubrankovou výhrou vraceli zpátky domů z <bašty> házené - Nového Veselí.
bašta-n	bašta-n of ...	islamista-n	bašty islamistů	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	278987249	Město Maiduguri je metropolí státu Borno, který je <baštou> islamistů z Boko Haram.
bašta-n	bašta-n of ...	katolicismus-n	baštou katolicismu	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	10017272168	Město je tradiční <baštou> německého katolicismu a pro papeže je poslední zastávkou na jeho cestě po Německu.
